ID,Movie Name,Year,Timing(min),Rating(10),Votes,Genre,Language
tt2675978,Dedh Ishqiya,2014,152 min,7.1,"6,934","Comedy, Drama, Romance            ",hindi
-,Deep Inside,2021,101 min,-,-,Thriller            ,hindi
tt0301179,Deewaanapan,2001,153 min,4.6,410,"Action, Romance            ",hindi
tt2361022,Deewana Main Deewana,2013,130 min,2.4,336,"Comedy, Drama, Romance            ",hindi
tt0255097,Deewane,2000,164 min,4.7,581,"Action, Romance            ",hindi
tt0444781,Deewane Huye Paagal,2005,158 min,5.3,"4,552","Action, Comedy, Drama            ",hindi
tt0337971,Deewangee,2002,169 min,6.6,"2,596","Crime, Drama, Mystery            ",hindi
tt0476761,Deha,2007,126 min,6.3,66,Romance            ,hindi
tt1985058,Dekh Bhai Dekh: Laughter Behind Darkness,2009,105 min,4.6,25,"Comedy, Crime, Drama            ",hindi
tt3672618,Dekh Tamasha Dekh,2014,110 min,6.1,283,Comedy            ,hindi
tt8537630,Delhi 47 KM,2018,98 min,6,23,Drama            ,hindi
tt1725803,Delhi in a Day,2011,88 min,6.3,394,"Comedy, Drama            ",hindi
tt1172587,Delhi Safari,2012,96 min,5.7,"1,616","Animation, Adventure, Comedy            ",hindi
tt1043451,Delhi-6,2009,141 min,6.1,"7,172",Drama            ,hindi
tt12509372,Demons of the inner universe,2020,90 min,-,-,"Sci-Fi, Thriller            ",hindi
tt2186731,Department,2012,141 min,3.1,956,"Action, Crime, Thriller            ",hindi
tt1703807,Depth of Pyaar,2019,93 min,6.8,388,"Crime, Drama, Family            ",hindi
-,Desert Tears,2021,98 min,-,-,Drama            ,hindi
tt0824309,Desh Devi,2002,150 min,-,-,Drama            ,hindi
tt1158700,Desh Drohi,2008,140 min,1.4,"2,986","Action, Thriller            ",hindi
tt1985981,Desi Boyz,2011,122 min,5.7,"13,066","Comedy, Drama            ",hindi
tt3877652,Desi Kattey,2014,139 min,4,125,Action            ,hindi
tt7624400,Desi Wrestler: The Power of Bull,2017,110 min,-,-,"Action, Drama            ",hindi
tt14378460,Destination Zindagi,2021,78 min,-,-,Drama            ,hindi
tt3447364,Detective Byomkesh Bakshy!,2015,139 min,7.6,"20,328","Action, Crime, Drama            ",hindi
tt0893585,Detective Naani,2009,140 min,6.2,76,"Crime, Drama, Family            ",hindi
tt0364303,Dev,2004,172 min,6.9,"1,319",Drama            ,hindi
tt5219770,Dev Bhoomi,2016,92 min,7.4,266,Drama            ,hindi
tt10428612,DEV!LL,2019,46 min,-,-,"Comedy, Drama            ",hindi
tt1327035,Dev.D,2009,144 min,8,"28,998","Drama, Romance            ",hindi
tt0797833,Devaki,2005,87 min,4.3,30,Drama            ,hindi
tt10693042,Dev-Ansh: Son of God,2020,89 min,-,-,Thriller            ,hindi
tt0238936,Devdas,I 2002,185 min,7.6,"38,913","Drama, Musical, Romance            ",hindi
tt2254620,Devi Ahilya Bai,2002,146 min,7,16,"Biography, Drama, History            ",hindi
tt11328542,Devi Aur Hero,2019,117 min,8.3,13,Drama            ,hindi
tt0239341,Devi Putrudu,2004,161 min,5.8,255,"Action, Drama, Fantasy            ",hindi
tt7971992,Devil (Maupassant's Le Diable),2019,79 min,5,17,Drama            ,hindi
tt0255112,Dhaai Akshar Prem Ke,2000,167 min,3.7,"1,293","Drama, Romance            ",hindi
tt7638344,Dhadak,2018,138 min,4.5,"9,290","Drama, Romance            ",hindi
tt0255111,Dhadkan,2000,161 min,6.5,"6,839","Drama, Romance            ",hindi
tt0461200,Dhadkanein,2006,146 min,4.9,10,"Action, Crime, Drama            ",hindi
tt11570492,Dhakad Chhora 2,2007,117 min,-,-,"Romance, Family, Drama            ",hindi
tt11513870,Dhakad Lover,2017,126 min,-,-,Drama            ,hindi
tt0845448,Dhamaal,2007,136 min,7.3,"13,517","Action, Adventure, Comedy            ",hindi
tt1120897,Dhan Dhana Dhan Goal,2007,167 min,5,"2,384","Drama, Sport            ",hindi
tt1508259,Dhara,2008,95 min,4.3,11,"Drama, Romance            ",hindi
tt5005142,Dhara 302,2016,148 min,4.4,16,Drama            ,hindi
tt4354740,Dharam Sankat Mein,2015,129 min,6.3,"2,091",Comedy            ,hindi
tt1047459,Dharm,2007,105 min,8,"1,019","Drama, History            ",hindi
tt1433810,Dhobi Ghat,2010,100 min,7,"12,585",Drama            ,hindi
tt1090650,Dhokha,2007,117 min,6.3,451,"Action, Drama, Romance            ",hindi
tt0995035,Dhol,2007,145 min,6.3,"5,299","Comedy, Crime, Mystery            ",hindi
tt0422091,Dhoom,2004,129 min,6.7,"18,471","Action, Crime, Drama            ",hindi
tt0441048,Dhoom 2,2006,152 min,6.5,"24,203","Action, Crime, Thriller            ",hindi
tt1833673,Dhoom 3,2013,172 min,5.4,"43,471","Action, Crime, Thriller            ",hindi
tt1238735,Dhoom Dadakka,2008,128 min,3.4,87,"Comedy, Crime, Drama            ",hindi
tt1391544,Dhoondte Reh Jaoge,2009,131 min,5.6,735,"Comedy, Drama            ",hindi
tt0387164,Dhoop,2003,126 min,7.2,238,Drama            ,hindi
tt9828864,Dhoosarit - the Grey,2020,90 min,6.6,61,"Drama, Mystery            ",hindi
tt11611348,Dhouns,2006,123 min,-,-,Action            ,hindi
tt0353351,Dhund: The Fog,2003,153 min,2.3,245,"Adventure, Horror, Mystery            ",hindi
tt10005688,Dhuntaaraa,2015,92 min,-,-,Family            ,hindi
tt8520380,Dhuusar,2019,106 min,9,46,"Biography, Crime, Drama            ",hindi
tt12788554,Diary - A Life of Indian Housewife,2020,72 min,-,-,Drama            ,hindi
tt1814683,Diary of a Butterfly,2012,97 min,3.6,88,Drama            ,hindi
tt8110330,Dil Bechara,2020,101 min,6.6,"1,13,190","Comedy, Drama, Romance            ",hindi
tt1202540,Dil Bole Hadippa!,2009,148 min,4.5,"3,865","Comedy, Drama, Romance            ",hindi
tt0292490,Dil Chahta Hai,2001,183 min,8.1,"67,444","Comedy, Drama, Romance            ",hindi
tt4110568,Dil Dhadakne Do,2015,170 min,6.9,"15,377","Comedy, Drama, Romance            ",hindi
tt0814082,Dil Diya Hai,2006,121 min,3.5,469,"Drama, Romance, Thriller            ",hindi
tt1099196,Dil Dosti Etc,2007,112 min,7,"2,772","Comedy, Crime, Drama            ",hindi
tt0328998,Dil Hai Tumhaara,2002,185 min,5.3,"1,690","Drama, Romance            ",hindi
tt7585620,Dil Jo Na Keh Saka,2017,130 min,5.4,103,Romance            ,hindi
tt6071752,Dil Juunglee,2018,124 min,3.7,407,"Comedy, Romance            ",hindi
tt0330217,Dil Ka Rishta,2003,150 min,4.7,"1,597","Drama, Musical, Romance            ",hindi
tt0485535,Dil Ka Sauda,2014,136 min,5.3,6,"Action, Crime, Drama            ",hindi
tt1218345,Dil Kabaddi,2008,120 min,5.7,649,"Comedy, Drama            ",hindi
tt1604110,Dil Ke Pechey Pechey',2005,110 min,5.7,10,"Drama, Thriller            ",hindi
tt0328729,Dil Maange More!!!,2004,123 min,5.1,"1,792","Musical, Romance            ",hindi
tt0396563,Dil Ne Jise Apna Kaha,2004,135 min,4.3,"1,514","Drama, Romance            ",hindi
tt0391079,Dil Pardesi Ho Gayaa,2003,150 min,4.9,89,"Romance, Drama            ",hindi
tt0255120,Dil Pe Mat Le Yaar!!,2000,148 min,5,211,Drama            ,hindi
tt5994086,Dil Sala Sanki,2016,110 min,5,21,Romance            ,hindi
tt1727496,Dil Toh Baccha Hai Ji,2011,143 min,5.8,"3,695","Comedy, Drama, Romance            ",hindi
tt5784778,Dil Toh Deewana Hai,2016,135 min,6.5,17,"Drama, Romance            ",hindi
tt0335044,Dil Vil Pyar Vyar,2002,150 min,5.2,449,"Drama, Musical, Romance            ",hindi
tt2800452,Dilliwaali Zaalim Girlfriend,2015,121 min,3.7,175,"Comedy, Drama            ",hindi
tt4535650,Dilwale,2015,158 min,5.1,"31,886","Action, Comedy, Drama            ",hindi
tt10993210,Dimensions,2019,63 min,-,-,Drama            ,hindi
tt4340180,Direct Ishq,2016,130 min,4,66,"Action, Comedy, Romance            ",hindi
tt11519448,Director,2020,60 min,-,-,"Mystery, Romance, Thriller            ",hindi
tt13707788,Dirty Boss,2016,127 min,-,-,"Comedy, Romance            ",hindi
tt4256244,Dirty Marriage,2014,82 min,-,-,Romance            ,hindi
tt12788672,Dirty Mind,2018,65 min,-,-,Drama            ,hindi
tt4501576,Dirty Politics,2015,130 min,2.5,573,Drama            ,hindi
tt3539966,Dishkiyaoon,2014,119 min,5.2,977,"Action, Thriller            ",hindi
tt3679060,Dishoom,2016,124 min,5.1,"6,947","Action, Adventure, Comedy            ",hindi
tt0441618,Divorce: Not Between Husband and Wife,2005,140 min,5.8,9,-,hindi
tt0371638,Divya Drishti,2002,120 min,-,-,Drama            ,hindi
tt2197895,Do Chehre,2015,120 min,5.3,20,Action            ,hindi
tt1714832,Do Dooni Chaar,2010,112 min,7.6,"5,163","Comedy, Drama            ",hindi
tt1343362,Do Knot Disturb,2009,126 min,3.6,"1,118","Comedy, Drama            ",hindi
tt4857886,Do Lafzon Ki Kahani,2016,128 min,6.5,"1,369","Action, Drama, Romance            ",hindi
tt12095650,Do Writers ki Maut,2018,93 min,-,-,Comedy            ,hindi
tt3219554,DOA: Death of Amar,2014,90 min,7,28,Thriller            ,hindi
tt9150950,Dobaara,2018,66 min,7,58,"Drama, Romance            ",hindi
tt4552486,Dobaara: See Your Evil,2017,106 min,3.8,319,"Horror, Mystery            ",hindi
tt0430030,Dobara,2004,135 min,3.2,128,"Musical, Drama            ",hindi
tt4332114,Dolly Ki Doli,2015,98 min,4.5,"2,848","Comedy, Romance            ",hindi
tt9176296,Dolly Kitty and Those Twinkling Stars,2019,126 min,5.4,"4,800","Comedy, Drama            ",hindi
tt3798718,Dombivli Return,2019,129 min,5,39,"Drama, Thriller            ",hindi
tt0461936,Don,I 2006,171 min,7.2,"34,672","Action, Crime, Thriller            ",hindi
tt1285241,Don 2,2011,148 min,7.1,"49,822","Action, Crime, Thriller            ",hindi
tt1446055,Don Muthu Swami,2008,112 min,4.8,59,"Comedy, Drama            ",hindi
tt6046994,Dongri Ka Raja,2016,139 min,3.9,153,"Action, Drama, Musical            ",hindi
tt0762092,Doodh Aur Apheem,2006,83 min,7.1,16,"Adventure, Drama, Music            ",hindi
tt7687372,Door Bell,2017,99 min,4.3,6,Drama            ,hindi
tt11231440,Doordarshan,2020,119 min,6.2,"1,290","Comedy, Drama            ",hindi
tt0824316,Dor,2006,147 min,7.9,"5,729",Drama            ,hindi
tt1180304,Doraemon the Movie: Nobita and the Green Giant Legend,2008,112 min,6.5,479,"Animation, Adventure, Comedy            ",hindi
tt1613031,Doraemon The Movie: Nobita's Great Battle of the Mermaid King,2010,99 min,6.5,349,"Animation, Adventure, Comedy            ",hindi
tt1260351,Doraemon the Movie: Nobita's New Great Adventure into the Underworld,2007,112 min,7,521,"Animation, Adventure, Comedy            ",hindi
tt1264885,Doraemon the Movie: The New Records of Nobita's Spaceblazer,2009,103 min,6.6,266,"Animation, Adventure, Comedy            ",hindi
tt2271315,Doraemon: Nobita and the Island of Miracles ~Animal Adventure~,2012,100 min,6.7,279,"Animation, Action, Adventure            ",hindi
tt1851909,Doraemon: Nobita and the New Steel Troops: ~Winged Angels~,2011,108 min,7.4,794,"Animation, Action, Adventure            ",hindi
tt1147513,Doraemon: Nobita no Taiyô'ô densetsu,2000,93 min,7,486,"Animation, Adventure, Comedy            ",hindi
tt1147516,Doraemon: Nobita no Wan Nyan Jikûden,2004,89 min,6.9,273,"Animation, Adventure, Comedy            ",hindi
tt0473474,Doraemon: Nobita to fushigi kazetsukai,2003,84 min,6.9,426,"Animation, Adventure, Comedy            ",hindi
tt1147526,Doraemon: Nobita to robotto kingudamu,2002,80 min,6.6,274,"Animation, Adventure, Family            ",hindi
tt0306741,Doraemon: Nobita to tsubasa no yûsha tachi,2001,95 min,6.8,296,"Animation, Action, Adventure            ",hindi
tt1642195,Dosh,2007,141 min,5.4,12,"Crime, Drama, Mystery            ",hindi
tt1185420,Dostana,2008,145 min,6.5,"13,993","Comedy, Drama, Romance            ",hindi
tt9248962,Dosti Ke Side Effects,2019,130 min,3.2,44,Drama            ,hindi
tt9700334,Dosti Zindabad,2019,130 min,-,-,Comedy            ,hindi
tt0449228,Dosti: Friends Forever,2005,136 min,5.5,"2,438","Drama, Romance            ",hindi
tt0489028,Double Cross: Ek Dhoka,2005,104 min,4.2,43,Comedy            ,hindi
tt1728239,Double Dhamaal,2011,138 min,3.8,"3,588","Comedy, Crime, Drama            ",hindi
tt5280308,Downup the Exit 796,2018,102 min,8.2,37,Thriller            ,hindi
tt4187392,Dozakh in Search of Heaven,2015,92 min,7.3,57,Drama            ,hindi
tt0398974,Dr. Shaitan,1960,-,-,-,-,hindi
tt5001454,Dream Lock,2016,100 min,-,-,"Crime, Drama, Mystery            ",hindi
tt7688918,Dream Zindagi,2017,198 min,-,-,Drama            ,hindi
tt3688740,Dreams Hopes and Bollywood,2014,95 min,-,-,"Drama, Music            ",hindi
tt1477705,Dreams... Do Come True,2009,110 min,6.7,11,"Drama, Music, Musical            ",hindi
tt2488232,Dreamz: The Movie,2013,120 min,5.2,15,Drama            ,hindi
tt4430212,Drishyam,2015,163 min,8.2,"72,760","Crime, Drama, Mystery            ",hindi
tt6593054,Drive,I 2019,147 min,3.1,"6,017","Action, Crime, Thriller            ",hindi
tt0391165,Dudes in the 10th Century,2003,130 min,4.6,836,Comedy            ,hindi
tt1182884,Dulha Mil Gaya,2010,152 min,4.2,"2,478","Comedy, Drama, Romance            ",hindi
tt0247992,Dulhan Hum Le Jayenge,2000,158 min,5,"3,012","Comedy, Drama, Romance            ",hindi
tt0314006,Dum,2003,166 min,5.6,"1,581","Action, Crime, Drama            ",hindi
tt3495030,Dum Laga Ke Haisha,2015,110 min,7.5,"18,313","Comedy, Drama, Romance            ",hindi
tt13322956,Dum Laga Ke Haisha,2016,109 min,7.5,17,Drama            ,hindi
tt1618430,Dum Maaro Dum,2011,128 min,6.2,"3,837","Action, Crime, Drama            ",hindi
tt9900050,Duniya Khatam Ho Rahi Hai,2017,110 min,-,-,Comedy            ,hindi
tt3959526,Dunno Y 2... Life Is a Moment,2015,95 min,6.5,32,"Drama, Romance            ",hindi
tt4001950,Duplicate Jaani Dushman,2003,87 min,-,-,Horror            ,hindi
tt0391099,Duplicate Sholay,2002,147 min,6.5,44,Comedy            ,hindi
tt4966082,Durga Maiya,2002,116 min,-,-,Action            ,hindi
tt11229134,Durgamati: The Myth,2020,155 min,3.8,"4,844","Horror, Thriller            ",hindi
tt0415768,Dus,2005,152 min,5.5,"3,154","Action, Crime, Drama            ",hindi
tt0823451,Dus Kahaniyaan,2007,110 min,5.7,"1,541",Drama            ,hindi
tt1740670,Dus Tola,2010,120 min,7,300,"Comedy, Drama            ",hindi
tt1630546,Dvandva,2009,51 min,6.1,15,"Crime, Drama, Mystery            ",hindi
tt3498078,Ebn-e-Batuta,2014,125 min,4.3,27,Sci-Fi            ,hindi
tt0319336,Eduruleni Manishi,2001,138 min,4.6,121,"Comedy, Drama            ",hindi
tt9343754,Eeb Allay Ooo!,2019,98 min,7.4,"1,118","Comedy, Drama            ",hindi
tt0302524,Ehsaas: The Feeling,2001,116 min,5.6,96,"Drama, Romance            ",hindi
tt3871940,Eiga Kureyon Shinchan: Gachinko! Gyakushuu no Robotôchan,2014,97 min,7,219,"Animation, Adventure, Comedy            ",hindi
tt8286142,Ek Aasha,2018,123 min,7.8,10,Drama            ,hindi
tt0457875,Ek Ajnabee,2005,142 min,5.2,"1,590","Action, Crime, Drama            ",hindi
tt2844724,Ek Ajooba,2000,71 min,6,13,Family            ,hindi
tt0832297,Ek Alag Mausam,2003,120 min,6.8,45,Drama            ,hindi
tt13407506,Ek Anokhi Dulhan - Saavi,2017,101 min,-,-,Drama            ,hindi
tt3631236,Ek Baar Mazaa Lijiye,2010,79 min,-,-,Romance            ,hindi
tt12369020,Ek Battey Do,2020,100 min,-,-,Drama            ,hindi
tt0995718,Ek Chalis Ki Last Local,2007,143 min,7.3,"4,816","Adventure, Comedy, Crime            ",hindi
tt0331479,Ek Chhotisi Love Story,2002,122 min,2.9,547,Drama            ,hindi
tt0380337,Ek Din 24 Ghante,2003,95 min,4,76,Thriller            ,hindi
-,Ek Dopahar (An Afternoon),2021,90 min,-,-,Drama            ,hindi
tt10263986,Ek Gulelbaaz the Catapult,2019,116 min,-,-,"Drama, Family            ",hindi
tt6349528,Ek Haseena Thi Ek Deewana Tha,2017,105 min,2.4,101,Drama            ,hindi
tt0352314,Ek Hasina Thi,2004,120 min,7.5,"6,903","Crime, Drama, Mystery            ",hindi
tt7997334,Ek Kahani Julie Ki,2016,119 min,-,-,Drama            ,hindi
tt12539226,Ek Kassh,2018,52 min,-,-,"Drama, Sci-Fi            ",hindi
tt7518742,Ek Ke Upar Do,2018,120 min,-,-,"Comedy, Romance            ",hindi
tt0461209,Ek Khiladi Ek Haseena,2005,143 min,5.7,592,"Comedy, Crime, Thriller            ",hindi
tt1608509,Ek Krantiveer: Vasudev Balwant Phadke,2007,126 min,6.4,42,"Action, History            ",hindi
tt8108164,Ek Ladki Ko Dekha Toh Aisa Laga,2019,120 min,5.5,"3,849","Comedy, Drama, Romance            ",hindi
tt1703958,Ek Main Aur Ekk Tu,2012,110 min,5.7,"6,429","Comedy, Drama, Romance            ",hindi
tt4276638,Ek Na Mard,2004,79 min,-,-,Thriller            ,hindi
tt4500734,Ek Paheli Leela,2015,145 min,3.7,"1,684","Mystery, Romance, Thriller            ",hindi
tt7686268,Ek Raat,2017,156 min,-,-,Drama            ,hindi
tt4002166,Ek Raaz Mere Dil Mein Hai,2003,113 min,-,-,Mystery            ,hindi
tt0284083,Ek Rishtaa: The Bond of Love,2001,174 min,5.1,"1,556","Drama, Family            ",hindi
tt11536684,Ek Sainik - The Tale of a warrior,2020,45 min,8.2,17,"Action, Drama            ",hindi
tt0338959,Ek Se Badhkar Ek,2004,146 min,4.5,153,"Comedy, Thriller            ",hindi
tt1420539,Ek Se Bure Do,2009,180 min,4.3,61,"Action, Comedy, Crime            ",hindi
tt0448455,Ek Sthree,2000,115 min,5.8,12,Drama            ,hindi
tt3411076,Ek Tera Saath,2016,120 min,5.7,57,Horror            ,hindi
tt5116464,Ek tha Bhujang,2015,73 min,6.9,7,Drama            ,hindi
tt3380190,Ek Tha Hero,2018,121 min,4,5,"Drama, Family            ",hindi
tt2016894,Ek Tha Tiger,2012,132 min,5.5,"29,333","Action, Romance, Thriller            ",hindi
tt2406676,Ek Thi Daayan,2013,135 min,5.7,"3,970","Horror, Romance, Thriller            ",hindi
tt1324074,Ek Tho Chance,2009,120 min,4.4,15,Drama            ,hindi
tt1194608,Ek Vivaah... Aisa Bhi,2008,132 min,5.2,438,"Drama, Romance            ",hindi
tt1454461,Ek: The Power of One,2009,140 min,4.7,322,"Action, Drama, Thriller            ",hindi
tt2126282,Ekk Deewana Tha,2012,136 min,5.9,"2,927","Drama, Romance            ",hindi
tt7769346,Ekkees Tareekh Shubh Muhurat,2018,97 min,5.7,375,Drama            ,hindi
tt3847072,Ekkees Toppon Ki Salaami,2014,140 min,6,498,Comedy            ,hindi
tt0459605,Eklavya: The Royal Guard,2007,105 min,6.1,"3,173","Action, Drama, Mystery            ",hindi
tt9179040,Ekram,2019,94 min,5.5,20,Drama            ,hindi
tt8546144,Ekta,2019,99 min,7.9,33,"Horror, Mystery, Thriller            ",hindi
tt0416712,Elaan,2005,159 min,4.4,694,"Action, Thriller            ",hindi
tt10305666,Elevator: a deadly lift experience,2019,97 min,-,-,Thriller            ,hindi
tt7881944,Elixir of Immortality,2017,47 min,7,8,-,hindi
tt1221133,EMI: Liya Hai To Chukana Padega,2008,180 min,4.2,578,"Comedy, Crime, Drama            ",hindi
tt0375733,Encounter: The Killing,2002,150 min,6.3,144,"Crime, Drama            ",hindi
tt9648624,Endcounter,2019,138 min,-,-,Action            ,hindi
tt9390218,English ki taay taay fisss,2020,137 min,6.1,11,"Comedy, Romance            ",hindi
tt2181931,English Vinglish,2012,134 min,7.8,"33,990","Comedy, Drama, Family            ",hindi
tt0312664,Escape from Taliban,2003,133 min,4.4,162,"Adventure, Drama, Thriller            ",hindi
tt6028796,Evening Shadows,2018,102 min,7.1,460,Drama            ,hindi
tt13592588,Evil Dead is Back,2021,120 min,-,-,Horror            ,hindi
tt4907262,Extraordinaari,2015,144 min,3.4,9,"Drama, Family, Fantasy            ",hindi
tt1667076,F.A.L.T.U,2011,120 min,4.6,"2,943","Comedy, Drama            ",hindi
tt13156174,Faasle,2020,145 min,-,-,Drama            ,hindi
tt9680152,Facebook wala pyaar,2019,114 min,5.3,27,"Drama, Romance            ",hindi
tt7918232,Fair in Love,2019,110 min,-,-,Drama            ,hindi
tt0907640,Faisla,2005,110 min,-,-,Drama            ,hindi
tt11581554,Fakkad,2013,145 min,-,-,"Comedy, Drama, Family            ",hindi
tt8853502,Falsafa,2019,135 min,7.1,16,"Action, Drama, Thriller            ",hindi
tt8897986,Family of Thakurganj,2019,127 min,8.5,423,"Action, Drama            ",hindi
tt0437182,Family: Ties of Blood,2006,150 min,5.6,"1,852","Action, Crime, Drama            ",hindi
tt8269104,Famous Pandey,2017,104 min,4.9,7,Drama            ,hindi
tt3495026,Fan,I 2016,142 min,7,"42,606","Action, Drama, Thriller            ",hindi
tt0439662,Fanaa,2006,168 min,7.2,"31,167","Action, Drama, Romance            ",hindi
tt0444820,Fareb,2005,129 min,4.2,169,"Drama, Thriller            ",hindi
tt0964516,Fashion,2008,167 min,6.9,"11,797","Drama, Romance            ",hindi
tt1442570,Fast Forward,2009,57 min,5.6,46,"Action, Drama, Musical            ",hindi
tt10409774,Fastey Fasaatey,2019,119 min,4.5,119,"Drama, Romance            ",hindi
tt1286766,Fatso!,2012,98 min,5.7,427,"Comedy, Fantasy, Romance            ",hindi
tt9766294,Fauji Calling,2021,134 min,6.9,"1,297",Drama            ,hindi
tt11361302,Fazeeta,2019,108 min,-,-,"Comedy, Drama, Family            ",hindi
tt2122340,Ferrari Ki Sawaari,2012,140 min,6.4,"5,080","Comedy, Drama, Family            ",hindi
tt4022278,Fever,I 2016,123 min,4.7,640,"Crime, Mystery            ",hindi
tt0422236,Fida,2004,122 min,5.5,"2,443","Action, Crime, Drama            ",hindi
tt0456413,Fight Club: Members Only,2006,140 min,3.3,"1,385","Action, Crime            ",hindi
tt0307866,Filhaal...,2002,151 min,5.5,241,"Drama, Romance            ",hindi
tt0476057,Film Star,2005,145 min,5.2,60,Drama            ,hindi
tt6984542,Film Woh,2017,105 min,-,-,"Comedy, Drama, Family            ",hindi
tt13406130,Filmi Raasleela,2020,126 min,-,-,Romance            ,hindi
tt2417560,Filmistaan,2012,117 min,7.3,"3,333",Comedy            ,hindi
tt11390462,Filter Coffee Liquor Cha,2019,80 min,6.5,8,Drama            ,hindi
tt1263679,Firaaq,2008,101 min,7.4,"2,043","Drama, History, Thriller            ",hindi
tt7549484,Firangi,2017,158 min,4.4,"1,064","Comedy, Drama            ",hindi
tt12312912,Fire in the Mountains,2021,84 min,6.2,20,Drama            ,hindi
tt1577050,Fired,I 2010,87 min,4.4,260,Horror            ,hindi
tt4399594,Fitoor,2016,131 min,5.4,"4,472","Drama, Romance            ",hindi
tt0248012,Fiza,2000,170 min,6.1,"3,852","Action, Crime, Drama            ",hindi
-,Fiza Mein Tapish,2021,125 min,-,-,Drama            ,hindi
tt3788154,Flame: An Untold Love Story,2014,97 min,6,11,Drama            ,hindi
tt4493550,Flat 211,2017,105 min,5.1,83,"Crime, Mystery, Thriller            ",hindi
tt14071150,Flight,II 2021,116 min,7.9,465,"Action, Thriller            ",hindi
tt5087804,Flying Colors,2016,84 min,6,13,Drama            ,hindi
tt0493417,Fool N Final,2007,144 min,3.4,"1,886","Action, Comedy, Crime            ",hindi
tt13130532,Footfairy,2020,115 min,4.8,274,"Crime, Thriller            ",hindi
tt0374660,Footpath,2003,164 min,5.3,814,"Action, Crime, Drama            ",hindi
tt5963796,For Bindiya Call Jugnu,2017,85 min,-,-,Drama            ,hindi
tt1992138,Force,2011,137 min,6.4,"7,167","Action, Crime, Drama            ",hindi
tt5156746,Force 2,2016,127 min,6.2,"4,951","Action, Adventure, Thriller            ",hindi
tt0487029,Forgotten Showers,2005,87 min,-,-,Drama            ,hindi
tt3967876,Formula 69,2006,100 min,-,-,Adventure            ,hindi
tt10692420,Forty Plus,2019,76 min,-,-,Drama            ,hindi
tt7304180,Foser Villy,2017,117 min,-,-,"Comedy, Drama            ",hindi
tt2459222,Foto,2007,86 min,6.3,21,Comedy            ,hindi
tt4565796,Four Pillars of Basement,2015,134 min,4.6,19,"Action, Mystery, Thriller            ",hindi
tt2522290,Four Two Ka One,2012,112 min,4.7,52,Comedy            ,hindi
tt1324076,Fox,I 2009,145 min,5.2,549,"Crime, Drama, Mystery            ",hindi
tt5013008,Fraud Saiyyan,2019,109 min,4.2,656,"Comedy, Drama            ",hindi
tt5943306,Freaky Ali,2016,120 min,4.9,"2,610","Comedy, Sport            ",hindi
tt5760490,Fredrick,2016,129 min,4.8,18,"Action, Thriller            ",hindi
tt5289656,Free Bird,2014,146 min,-,-,Family            ,hindi
tt8090138,Friends In Law,2018,85 min,6.7,46,Comedy            ,hindi
tt1071798,Frozen,2007,110 min,7.1,191,Drama            ,hindi
tt1634329,Fruit & Nut,2009,90 min,2.8,70,"Comedy, Crime, Drama            ",hindi
tt7526836,FryDay,2018,114 min,5.2,769,"Comedy, Drama            ",hindi
tt3862004,Fuddu,2016,100 min,5.5,154,"Comedy, Drama            ",hindi
tt3683702,Fugly,2014,134 min,4.7,"1,001","Drama, Thriller            ",hindi
tt2806788,Fukrey,2013,139 min,6.9,"10,616","Comedy, Drama, Romance            ",hindi
tt13502066,Fukrey Boyzzz: Space Mein Fukrapanti,2020,74 min,-,-,"Animation, Comedy, Family            ",hindi
tt6712014,Fukrey Returns,2017,141 min,6.5,"4,803",Comedy            ,hindi
tt0497620,Fun: Can Be Dangerous Sometimes,2005,138 min,3.2,71,Thriller            ,hindi
tt2253708,Future to Bright Hai Ji,2012,180 min,6.2,96,Drama            ,hindi
tt10624526,Fyaar,2019,70 min,-,-,Drama            ,hindi
tt3542186,G: A Dark Tale of Desires,2017,120 min,-,-,"Crime, Drama, Mystery            ",hindi
tt2424988,Gabbar is Back,2015,128 min,7.1,"22,852","Action, Crime, Drama            ",hindi
tt4944480,Gabbar Singh,2007,111 min,4.8,9,Action            ,hindi
tt0284137,Gadar: Ek Prem Katha,2001,170 min,7.2,"10,102","Action, Drama, Romance            ",hindi
tt0896934,Gafla,2006,127 min,7.3,449,Drama            ,hindi
tt0221982,Gaja Gamini,2000,122 min,5,720,"Drama, Fantasy            ",hindi
tt0810394,Gajendra,2004,145 min,3.5,73,Action            ,hindi
tt2188749,Gali Gali Chor Hai,2012,109 min,5.1,588,"Comedy, Drama, Family            ",hindi
tt2302416,Gali Guleiyan,2017,117 min,7.1,550,"Drama, Thriller            ",hindi
tt1446071,"Gallit Gondhal, Dillit Mujra",2009,120 min,7.8,98,Comedy            ,hindi
tt1874505,Galti Se Mistakke Ho Gayi,2011,102 min,-,-,"Comedy, Family            ",hindi
tt1772872,Game,I 2011,135 min,5.2,"2,146","Action, Crime, Drama            ",hindi
tt1306975,Game,2007,146 min,5.3,25,"Action, Crime, Drama            ",hindi
tt8208372,Game Paisa Ladki,2018,107 min,5.8,8,Drama            ,hindi
tt2368456,Gandhi Ki Zameen Par,2012,90 min,-,-,"Crime, Drama, Thriller            ",hindi
tt1980970,Gandhi to Hitler,2011,108 min,2.5,205,"Drama, History, War            ",hindi
tt0459293,"Gandhi, My Father",2007,136 min,7.3,"1,589","Biography, Drama, History            ",hindi
